;solidity_on_stretching;matrix_filler_ratio;density;hardener;epoxid;temperature;resin;cover_angle;cover_step;elasticity_boxcox;surface_density_boxcox;cover_strength_boxcox
0;2587.34298289064;2.58734764319625;1953.27492638743;137.62741961242;22.3445335715259;234.716882964809;246.613116536634;1;4.0;468.6707761268315;85.63167137712917;145.52689835672658
1;2624.02640716719;2.04647146357792;2037.63181118987;101.617251334785;23.146392813099;312.307205242628;178.198555892297;1;5.0;312.79336070820136;84.80500496378151;113.63291848312335
2;2473.18719456744;1.85647616956086;2018.22033158733;135.401696554643;26.4355145955444;327.51037669861;123.34456143249;1;5.0;360.7463323109235;36.65907460727882;120.8681607510811
3;3059.03299121234;3.3055354218421;1917.90750636706;105.786929571358;17.8740999097888;328.15457946162;275.5758795221;1;5.0;223.8929895118784;82.70001690999348;145.52689835672658
4;2288.96737657892;2.70955409454249;1892.07112380677;96.5632931903446;22.9892905613243;262.956721990283;126.816338870833;1;7.0;287.5148372835555;108.66750491942348;90.11464465074802
5;2704.44508096151;2.28282531370928;2008.35759183338;149.372832370371;21.6617506765061;330.498640996826;261.077071612965;1;7.0;189.70494021088138;83.57742313996016;113.63291848312335
6;2448.94307925134;1.97814017317886;1973.62909661136;149.372127890098;19.750577886982;232.058191344622;162.493693621344;1;7.0;417.21552508458245;78.45681325937186;120.8681607510811
7;2796.78540176497;1.77143639306974;1872.49155988411;79.7945478731184;22.2963037219206;340.736898443345;123.356264267511;1;7.0;347.7272664258009;113.84030311437165;145.52689835672658
8;2462.60538586832;3.27708698694618;2010.04701192391;67.4989930617371;24.2806090209505;254.949083669843;207.018581295981;1;9.0;167.06993021570116;31.080432996052824;90.11464465074802
9;2303.7706561607;2.98436222584574;1912.31543664458;133.549000743282;23.2637965673584;314.996125461987;200.580249351275;1;9.0;484.97339876280944;66.65806733065716;113.63291848312335
10;3086.54619576288;2.91614962097909;1879.9698456543;109.239530469489;25.6827594776929;294.048536607078;192.191162092306;1;9.0;421.35544097680315;70.15205817130239;120.8681607510811
11;3188.13635771731;3.24761721067416;1813.23459997756;81.3798708371328;23.4224652380694;279.080157491732;252.87056880778;1;9.0;331.675154970834;87.52569216267258;145.52689835672658
12;1890.50580698778;2.42387567266603;1908.94060108184;58.2624142792189;24.0735492275228;325.138687978497;222.699487259763;1;10.0;244.50150840872234;75.4423396037655;90.11464465074802
13;1386.57897293013;5.09899308958125;1977.33904724926;132.343059816683;25.3970009790122;286.55643085455;271.901393688095;1;10.0;618.004408346401;98.46820759092274;113.63291848312335
14;2740.22963128366;2.44417698589548;2085.49583722341;110.564839894065;23.4871397611806;270.286765096589;187.861372739767;1;10.0;395.4349501814484;54.68570916667122;120.8681607510811
15;2559.64304741812;2.66769692914197;2078.89467612972;132.147403310926;22.6501091996101;357.972896225409;163.902778015018;1;10.0;607.9599184641327;107.15908068253553;145.52689835672658
16;2848.49007846398;3.03439948276313;1968.40138797479;61.4212965247638;23.4907229119055;316.414572148037;311.052397919637;0;7.85616654701846;214.8985979458329;93.5295969998814;131.3772398801064
17;2220.58744458909;2.66438864884511;1996.15914531562;77.506882539453;18.1261070575147;223.408685433481;314.776668711928;0;6.6757803392663;242.46380498087012;11.975085441452514;167.40574105713105
18;2335.54179171276;1.19352958197572;1965.92922694261;102.959068581182;19.5667162363837;225.810222871408;91.047646334499;0;7.5263983201197;383.92047261448903;114.36087062391812;70.22106736834708
19;2262.78436556029;2.91433327547696;2049.3734037036;81.3520473688647;16.3915947268609;233.296062693547;303.075452369361;0;8.32569922025696;184.87797451654922;86.23679283870902;87.92125989567181
20;1639.91252544902;4.31566578217077;1913.37967697839;143.576937132067;24.2755880964038;274.988794415536;248.244329856063;0;7.65621087508853;355.8174792128859;52.437679710615505;60.201728292356485
21;3407.71358118161;2.33842428819444;1963.35156013111;150.015829771817;18.2994213764344;315.904178072587;304.423274095783;0;10.3029447225773;475.1915825373375;94.18907190539957;72.55822781289653
22;2526.81425574501;1.29816724555935;1984.51137289759;130.942797937247;21.8292399010645;288.95209880887;228.867719644237;0;8.94689112067868;561.809588758736;38.245051672616825;150.76600250769326
23;2459.52452600309;2.13444614423682;1986.34905262266;95.0890218408534;19.3649257190022;205.499760973999;289.957141572361;0;3.74662497721847;350.78453114554026;43.56099160232613;116.03054917296676
24;1795.71935925029;4.14796643221644;1991.78978866553;116.856462171446;21.5732649493152;320.740172497546;189.88330728957;0;9.09436367744417;508.33657866492644;104.35349442262888;85.07761593644713
25;2016.50363680435;3.05783014692351;1987.25985886021;112.719826048096;19.3905110709324;336.245383730252;206.693378878874;0;6.30377284560279;193.5777593653593;63.81231058482871;150.93600057679333
26;2097.66945238521;4.18212858438216;1940.73923718186;111.969772877024;18.8002833612162;304.190488336488;226.422645257059;0;7.2579618310852;170.61443004012295;48.29471290326844;97.5817120133707
27;2436.27365928317;1.84692315458134;1956.0872973781;115.70972016857;21.0433175526934;236.883671599211;188.274123032686;0;6.54799294442016;280.4820866185608;68.47668600277372;156.16344475117555
28;2561.54464642705;1.30102504367318;2057.93919253743;136.323974578022;23.3292718838398;292.625715602231;219.321971333448;0;6.1461253214983;398.52929546733174;82.41127537454979;146.41780242006118
29;2320.81868146872;3.63193481154382;2065.51787986419;120.69587752402;24.431893660076;308.978564926445;266.13830124966;0;10.0507182797683;253.68339429434127;48.873199316205735;156.0056458957868
30;2684.39394681658;3.95035176348501;2078.08518958498;101.985372572233;23.5215700672067;263.936794164664;321.58318393106;0;9.91252624375488;263.3752059236517;44.228011558725726;148.40006429086256
31;2708.0922867869;4.61698956841306;1907.24088138391;107.633965680302;26.2609927739994;294.750758090161;249.425570165226;0;5.64691439859512;367.5873817098715;76.357808847803;160.57156538821167
32;3156.30010328437;4.25637632736662;1985.43627389172;86.2580477765799;21.3510430299661;240.093794136484;279.646443441237;0;6.25505768443793;225.16418680879895;20.135674104303064;58.71963672334952
33;2718.50504829443;4.46735038107235;2045.91998424776;40.3048056934109;22.2303471856234;239.576875689797;268.64454753915;0;7.31043751586699;312.6021302678109;94.35019311795105;130.29373396938533
34;2002.04390800367;3.11817622250867;1892.75780016532;162.465446710082;23.9675428207614;260.189897198972;187.890164290387;0;5.25689909291407;408.75107150675404;40.21543048624824;138.49985525517656
35;2145.01588116359;2.67656443820564;2053.4297826253;106.195439435444;20.3113391841181;300.754584110511;304.428870764341;0;2.30265513315926;132.68466605933415;71.12599427220583;135.09132136387086
36;2505.32548580907;3.17576486892054;1970.51813882891;151.416684185638;22.2063665946037;313.627206741365;205.202797305012;0;6.79367738419888;319.1994031362935;70.49561200015795;90.7943597725576
37;2860.2709609966;2.09774644082955;2019.06596565285;135.949276438419;21.4973031317718;362.877362326566;186.555661741722;0;6.2811496770177;449.1927579544465;13.610566887976498;151.29126356180308
38;2250.21111996466;4.79471062727875;1917.78360071006;91.6603001689428;22.6763903716021;317.473648157517;321.145901909665;0;4.98508334944557;334.2550741819515;71.66869232928441;70.50851557510082
39;3004.69657199198;2.5619173843691;1956.58718841296;84.2889186459112;26.3858597471124;264.963876475242;194.853056966549;0;6.1913302964011;196.75740457162752;96.8066040647502;56.43200256110841
40;1624.72053300225;1.70519378852586;1993.62408679527;115.482321184986;24.461133568691;302.348496497711;283.289007232791;0;7.78271128777422;165.10888452791156;39.419750075163414;107.98270568682119
